prompt_id,kind,task,prompt_idx,partner_id,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,output_10,query_input,query_output,prompt
1912,icl,translation/it_en,6,1913,spostare,ogni,economico,probabile,rappresentare,pagina,confrontare,lettera,fornire,qualunque,move,each,economic,likely,represent,page,compare,letter,provide,any,bambino,baby,"spostare → move
ogni → each
economico → economic
probabile → likely
rappresentare → represent
pagina → page
confrontare → compare
lettera → letter
fornire → provide
qualunque → any
bambino →"
1913,query_only,translation/it_en,6,1912,,,,,,,,,,,,,,,,,,,,,significare,mean,significare →
1914,icl,translation/it_en,7,1915,periodo,attraverso,mai,conto,felice,andare,albero,formazione scolastica,nota,restare,period,across,never,bill,happy,go,tree,education,note,stay,significare,mean,"periodo → period
attraverso → across
mai → never
conto → bill
felice → happy
andare → go
albero → tree
formazione scolastica → education
nota → note
restare → stay
significare →"
1915,query_only,translation/it_en,7,1914,,,,,,,,,,,,,,,,,,,,,chiesa,church,chiesa →
1916,icl,translation/it_en,8,1917,buon appetito,computer,risposta,meglio,visualizza,sviluppo,scelta,ex,esattamente,anche,enjoy,computer,response,better,view,development,choice,former,exactly,even,chiesa,church,"buon appetito → enjoy
computer → computer
risposta → response
meglio → better
visualizza → view
sviluppo → development
scelta → choice
ex → former
esattamente → exactly
anche → even
chiesa →"
1917,query_only,translation/it_en,8,1916,,,,,,,,,,,,,,,,,,,,,amministrazione,administration,amministrazione →
1918,icl,translation/it_en,9,1919,testa,cercare,mente,cultura,breve,ciao,serie,per favore,vota,sicurezza,head,seek,mind,culture,short,hi,series,please,rate,security,amministrazione,administration,"testa → head
cercare → seek
mente → mind
cultura → culture
breve → short
ciao → hi
serie → series
per favore → please
vota → rate
sicurezza → security
amministrazione →"
1919,query_only,translation/it_en,9,1918,,,,,,,,,,,,,,,,,,,,,obbiettivo,goal,obbiettivo →
1920,icl,translation/it_en,10,1921,cartello,spiegare,dimenticare,alunno,musica rock,problemi,fan,prendere,dipartimento,mostrare,sign,explain,forget,student,rock,trouble,fan,catch,department,show,obbiettivo,goal,"cartello → sign
spiegare → explain
dimenticare → forget
alunno → student
musica rock → rock
problemi → trouble
fan → fan
prendere → catch
dipartimento → department
mostrare → show
obbiettivo →"
1921,query_only,translation/it_en,10,1920,,,,,,,,,,,,,,,,,,,,,inviare,post,inviare →
1922,icl,translation/it_en,11,1923,accedere,vicino,breve,duro,università,più,account,tre,quasi,personale,enter,near,short,hard,college,most,account,three,nearly,staff,inviare,post,"accedere → enter
vicino → near
breve → short
duro → hard
università → college
più → most
account → account
tre → three
quasi → nearly
personale → staff
inviare →"
1923,query_only,translation/it_en,11,1922,,,,,,,,,,,,,,,,,,,,,difficile,difficult,difficile →
1924,icl,translation/it_en,12,1925,accedere,anno,conoscenza,politico,capelli,facile,cellula,permettere,musica rock,a volte,enter,year,knowledge,political,hair,easy,cell,allow,rock,sometimes,difficile,difficult,"accedere → enter
anno → year
conoscenza → knowledge
politico → political
capelli → hair
facile → easy
cellula → cell
permettere → allow
musica rock → rock
a volte → sometimes
difficile →"
1925,query_only,translation/it_en,12,1924,,,,,,,,,,,,,,,,,,,,,sempre,ever,sempre →
1926,icl,translation/it_en,13,1927,significare,gettare,uccisione,verità,opinione,telefono,tatto,movimento,scusate,privato,mean,throw,kill,truth,opinion,phone,feel,movement,sorry,private,sempre,ever,"significare → mean
gettare → throw
uccisione → kill
verità → truth
opinione → opinion
telefono → phone
tatto → feel
movimento → movement
scusate → sorry
privato → private
sempre →"
1927,query_only,translation/it_en,13,1926,,,,,,,,,,,,,,,,,,,,,nuovo,new,nuovo →
1928,icl,translation/it_en,14,1929,scegliere,scopo,piccolo,arte,larga,capo,lungo,informazione,bellissima,specifico,choose,purpose,small,art,large,leader,along,information,beautiful,specific,nuovo,new,"scegliere → choose
scopo → purpose
piccolo → small
arte → art
larga → large
capo → leader
lungo → along
informazione → information
bellissima → beautiful
specifico → specific
nuovo →"
1929,query_only,translation/it_en,14,1928,,,,,,,,,,,,,,,,,,,,,insegnante,teacher,insegnante →
1930,icl,translation/it_en,15,1931,restare,aspettarsi,causa,colpo,entro,salva,controllo,piuttosto,venire,cervello,stay,expect,cause,hit,within,save,control,rather,come,brain,insegnante,teacher,"restare → stay
aspettarsi → expect
causa → cause
colpo → hit
entro → within
salva → save
controllo → control
piuttosto → rather
venire → come
cervello → brain
insegnante →"
1931,query_only,translation/it_en,15,1930,,,,,,,,,,,,,,,,,,,,,amministrazione,administration,amministrazione →
1932,icl,translation/it_en,16,1933,strada,la direttrice,fare un passo,fermare,descrivere,proteggere,perdita,entrambi,modello,pianta,road,director,step,stop,describe,protect,loss,both,model,plant,amministrazione,administration,"strada → road
la direttrice → director
fare un passo → step
fermare → stop
descrivere → describe
proteggere → protect
perdita → loss
entrambi → both
modello → model
pianta → plant
amministrazione →"
1933,query_only,translation/it_en,16,1932,,,,,,,,,,,,,,,,,,,,,i soldi,money,i soldi →
1934,icl,translation/it_en,17,1935,uno,uomo,beneficio,musica,niente,piace,imparare,corsa,nord,opzione,one,man,benefit,music,nothing,like,learn,race,north,option,i soldi,money,"uno → one
uomo → man
beneficio → benefit
musica → music
niente → nothing
piace → like
imparare → learn
corsa → race
nord → north
opzione → option
i soldi →"
1935,query_only,translation/it_en,17,1934,,,,,,,,,,,,,,,,,,,,,libero,free,libero →
1936,icl,translation/it_en,18,1937,meno,fermare,locale,fiume,spiegare,la zona,dimostrare,signore,sole,per favore,less,stop,local,river,explain,area,prove,sir,sun,please,libero,free,"meno → less
fermare → stop
locale → local
fiume → river
spiegare → explain
la zona → area
dimostrare → prove
signore → sir
sole → sun
per favore → please
libero →"
1937,query_only,translation/it_en,18,1936,,,,,,,,,,,,,,,,,,,,,tazza,cup,tazza →
1938,icl,translation/it_en,19,1939,università,informazione,molti,tutto,piuttosto,continua,mentre,vicino,computer,bene,college,information,many,all,rather,continue,while,near,computer,fine,tazza,cup,"università → college
informazione → information
molti → many
tutto → all
piuttosto → rather
continua → continue
mentre → while
vicino → near
computer → computer
bene → fine
tazza →"
1939,query_only,translation/it_en,19,1938,,,,,,,,,,,,,,,,,,,,,odiare,hate,odiare →
1940,icl,translation/it_en,20,1941,due,la direttrice,taglio,insieme,specifico,recentemente,amministrazione,dipartimento,rischio,ridere,two,director,cut,together,specific,recently,administration,department,risk,laugh,odiare,hate,"due → two
la direttrice → director
taglio → cut
insieme → together
specifico → specific
recentemente → recently
amministrazione → administration
dipartimento → department
rischio → risk
ridere → laugh
odiare →"
1941,query_only,translation/it_en,20,1940,,,,,,,,,,,,,,,,,,,,,probabile,likely,probabile →
1942,icl,translation/it_en,21,1943,aumentare,classe,gettare,olio,scegliere,rottura,significare,comunità,veramente,attuale,raise,class,throw,oil,choose,break,mean,community,really,current,probabile,likely,"aumentare → raise
classe → class
gettare → throw
olio → oil
scegliere → choose
rottura → break
significare → mean
comunità → community
veramente → really
attuale → current
probabile →"
1943,query_only,translation/it_en,21,1942,,,,,,,,,,,,,,,,,,,,,prestazione,performance,prestazione →
1944,icl,translation/it_en,22,1945,elenco,buio,perdere,vedere,sparare,articolo,periodo,polizia stradale,ufficio,it,list,dark,miss,see,shoot,article,period,police,office,en,prestazione,performance,"elenco → list
buio → dark
perdere → miss
vedere → see
sparare → shoot
articolo → article
periodo → period
polizia stradale → police
ufficio → office
it → en
prestazione →"
1945,query_only,translation/it_en,22,1944,,,,,,,,,,,,,,,,,,,,,sezione,section,sezione →
1946,icl,translation/it_en,23,1947,applicare,storia,perdita,amore,prendere,straniero,crescere,si verificano,fattore,arte,apply,history,loss,love,catch,foreign,grow,occur,factor,art,sezione,section,"applicare → apply
storia → history
perdita → loss
amore → love
prendere → catch
straniero → foreign
crescere → grow
si verificano → occur
fattore → factor
arte → art
sezione →"
1947,query_only,translation/it_en,23,1946,,,,,,,,,,,,,,,,,,,,,significare,mean,significare →
1948,icl,translation/it_en,24,1949,lettera,giuntura,dovere,dipartimento,indicare,opinione,internazionale,insegnante,cuore,pensiero,letter,join,must,department,indicate,opinion,international,teacher,heart,thought,significare,mean,"lettera → letter
giuntura → join
dovere → must
dipartimento → department
indicare → indicate
opinione → opinion
internazionale → international
insegnante → teacher
cuore → heart
pensiero → thought
significare →"
1949,query_only,translation/it_en,24,1948,,,,,,,,,,,,,,,,,,,,,professore,professor,professore →
1950,icl,translation/it_en,25,1951,cellula,chiamata,fisico,finale,speranza,arma,piace,canzone,tavola,costo,cell,call,physical,final,hope,weapon,like,song,board,cost,professore,professor,"cellula → cell
chiamata → call
fisico → physical
finale → final
speranza → hope
arma → weapon
piace → like
canzone → song
tavola → board
costo → cost
professore →"
1951,query_only,translation/it_en,25,1950,,,,,,,,,,,,,,,,,,,,,formazione,training,formazione →
1952,icl,translation/it_en,26,1953,militare,meraviglia,salva,cellula,uomo,i soldi,chiedi,account,albero,governo,military,wonder,save,cell,man,money,ask,account,tree,government,formazione,training,"militare → military
meraviglia → wonder
salva → save
cellula → cell
uomo → man
i soldi → money
chiedi → ask
account → account
albero → tree
governo → government
formazione →"
1953,query_only,translation/it_en,26,1952,,,,,,,,,,,,,,,,,,,,,condividere,share,condividere →
1954,icl,translation/it_en,27,1955,creare,bello,scusate,tardi,ogni,i soldi,riconoscere,corso,metà,spazio,create,nice,sorry,late,each,money,recognize,course,half,space,condividere,share,"creare → create
bello → nice
scusate → sorry
tardi → late
ogni → each
i soldi → money
riconoscere → recognize
corso → course
metà → half
spazio → space
condividere →"
1955,query_only,translation/it_en,27,1954,,,,,,,,,,,,,,,,,,,,,esso,it,esso →
1956,icl,translation/it_en,28,1957,società,pubblico,capace,comportamento,produrre,aumento,niente,certo,incontro,ruolo,society,public,able,behavior,produce,increase,nothing,certain,meeting,role,esso,it,"società → society
pubblico → public
capace → able
comportamento → behavior
produrre → produce
aumento → increase
niente → nothing
certo → certain
incontro → meeting
ruolo → role
esso →"
1957,query_only,translation/it_en,28,1956,,,,,,,,,,,,,,,,,,,,,chi,who,chi →
1958,icl,translation/it_en,29,1959,energia,dire,leggere,articolo,fermare,speranza,forte,presa,per cento,fa,energy,say,read,article,stop,hope,strong,hold,percent,ago,chi,who,"energia → energy
dire → say
leggere → read
articolo → article
fermare → stop
speranza → hope
forte → strong
presa → hold
per cento → percent
fa → ago
chi →"
1959,query_only,translation/it_en,29,1958,,,,,,,,,,,,,,,,,,,,,giorno,day,giorno →
1960,icl,translation/it_en,30,1961,per favore,modello,sette,negozio,chiedi,presto,carattere,it,lungo,computer,please,model,seven,store,ask,soon,character,en,along,computer,giorno,day,"per favore → please
modello → model
sette → seven
negozio → store
chiedi → ask
presto → soon
carattere → character
it → en
lungo → along
computer → computer
giorno →"
1961,query_only,translation/it_en,30,1960,,,,,,,,,,,,,,,,,,,,,carriera,career,carriera →
1962,icl,translation/it_en,31,1963,società,portata,mercato,camminare a piedi,più,risposta,appena,imparare,nero,atto,society,reach,market,walk,most,response,just,learn,black,act,carriera,career,"società → society
portata → reach
mercato → market
camminare a piedi → walk
più → most
risposta → response
appena → just
imparare → learn
nero → black
atto → act
carriera →"
